"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Mar 27 2012","2456013.999988426","354542401","0.29","< 1.07e-7","-","-","-","10.61","1e-8","0","bin444.log"
"Mar 30 2012","2456016.999988426","354801601","1.72","< 1.18e-7","-","-","-","8.16","1e-8","0","bin445.log"
"Apr 02 2012","2456019.999988426","355060801","0.22","< 8.43e-8","-","-","-","6.16","1e-8","0","bin446.log"
"Apr 05 2012","2456022.999988426","355320001","0.46","< 6.47e-8","-","-","-","5.13","1e-8","0","bin447.log"
"Apr 08 2012","2456025.999988426","355579201","8.55","6.47e-8","3.81e-8","-2.28","-","5.63","1e-8","0","bin448.log"
"Apr 11 2012","2456028.999988426","355838401","0","< 6.67e-8","-","-","-","7.34","1e-8","0","bin449.log"
"Apr 14 2012","2456031.999988426","356097601","0","< 7.65e-8","-","-","-","9.63","1e-8","0","bin450.log"
"Apr 17 2012","2456034.999988426","356356801","0","< 2.32e-7","-","-","-","12.17","1e-8","0","bin451.log"
"Apr 20 2012","2456037.999988426","356616001","9.02","1.28e-7","5.94e-8","-2.28","-","14.83","1e-8","0","bin452.log"
"Apr 23 2012","2456040.999988426","356875201","3.85","< 1.64e-7","-","-","-","17.55","1e-8","0","bin453.log"
"Apr 26 2012","2456043.999988426","357134401","2.36","< 1.54e-7","-","-","-","20.31","1e-8","0","bin454.log"
"Apr 29 2012","2456046.999988426","357393601","0","< 9.82e-8","-","-","-","23.09","1e-8","0","bin455.log"
"May 02 2012","2456049.999988426","357652801","0.1","< 1.03e-7","-","-","-","25.89","1e-8","0","bin456.log"
"May 05 2012","2456052.999988426","357912001","0","< 9.08e-8","-","-","-","28.69","1e-8","0","bin457.log"
"May 08 2012","2456055.999988426","358171201","3.13","< 1.12e-7","-","-","-","31.50","1e-8","0","bin458.log"
"May 11 2012","2456058.999988426","358430401","0","< 9.66e-8","-","-","-","34.32","1e-8","0","bin459.log"
"May 14 2012","2456061.999988426","358689601","0","< 6.92e-8","-","-","-","37.14","1e-8","0","bin460.log"
"May 17 2012","2456064.999988426","358948801","0","< 5.16e-8","-","-","-","39.97","1e-8","0","bin461.log"
"May 20 2012","2456067.999988426","359208001","6.01","5.40e-8","3.21e-8","-2.28","-","42.80","1e-8","0","bin462.log"
"May 23 2012","2456070.999988426","359467201","0.03","< 5.99e-8","-","-","-","45.64","1e-8","0","bin463.log"
"May 26 2012","2456073.999988426","359726401","0","< 7.00e-8","-","-","-","48.48","1e-8","0","bin464.log"
"May 29 2012","2456076.999988426","359985601","1.91","< 7.74e-8","-","-","-","51.32","1e-8","0","bin465.log"
"Jun 01 2012","2456079.999988426","360244801","10.42","9.03e-8","4.08e-8","-2.28","-","54.18","1e-8","0","bin466.log"
"Jun 04 2012","2456082.999988426","360504001","3.61","< 8.84e-8","-","-","-","57.03","1e-8","0","bin467.log"
"Jun 07 2012","2456085.999988426","360763201","0","< 7.90e-8","-","-","-","59.90","1e-8","0","bin468.log"
"Jun 10 2012","2456088.999988426","361022401","10.36","5.92e-8","3.29e-8","-2.28","-","62.77","1e-8","0","bin469.log"
"Jun 13 2012","2456091.999988426","361281601","0","< 4.85e-8","-","-","-","65.65","1e-8","0","bin470.log"
"Jun 16 2012","2456094.999988426","361540801","2.39","< 1.32e-7","-","-","-","68.53","1e-8","0","bin471.log"
"Jun 19 2012","2456097.999988426","361800001","3.53","< 1.12e-7","-","-","-","71.42","1e-8","0","bin472.log"
"Jun 22 2012","2456100.999988426","362059201","8.95","8.77e-8","4.49e-8","-2.28","-","74.31","1e-8","0","bin473.log"
"Jun 25 2012","2456103.999988426","362318401","1.97","< 9.66e-8","-","-","-","77.22","1e-8","0","bin474.log"
"Jun 28 2012","2456106.999988426","362577601","5.64","4.69e-8","3.24e-8","-2.28","-","80.12","1e-8","0","bin475.log"
"Jul 01 2012","2456109.999976852","362836801","0","< 9.06e-8","-","-","-","83.04","1e-8","0","bin476.log"
"Jul 04 2012","2456112.999976852","363096001","0","< 5.35e-8","-","-","-","85.95","1e-8","0","bin477.log"
"Jul 07 2012","2456115.999976852","363355201","0.48","< 1.05e-7","-","-","-","88.88","1e-8","0","bin478.log"
"Jul 10 2012","2456118.999976852","363614401","0","< 5.28e-8","-","-","-","91.80","1e-8","0","bin479.log"
"Jul 13 2012","2456121.999976852","363873601","6.15","6.44e-8","3.42e-8","-2.28","-","94.73","1e-8","0","bin480.log"
"Jul 16 2012","2456124.999976852","364132801","14.63","9.66e-8","3.88e-8","-2.28","-","97.66","1e-8","0","bin481.log"
"Jul 19 2012","2456127.999976852","364392001","0.72","< 8.86e-8","-","-","-","100.59","1e-8","0","bin482.log"
"Jul 22 2012","2456130.999976852","364651201","3.94","< 1.04e-7","-","-","-","103.53","1e-8","0","bin483.log"
"Jul 25 2012","2456133.999976852","364910401","0.11","< 6.69e-8","-","-","-","106.46","1e-8","0","bin484.log"
"Jul 28 2012","2456136.999976852","365169601","2.2","< 1.03e-7","-","-","-","109.39","1e-8","0","bin485.log"
"Jul 31 2012","2456139.999976852","365428801","0.71","< 7.30e-8","-","-","-","112.32","1e-8","0","bin486.log"
"Aug 03 2012","2456142.999976852","365688001","7.11","5.53e-8","3.36e-8","-2.28","-","115.25","1e-8","0","bin487.log"
"Aug 06 2012","2456145.999976852","365947201","1.76","< 8.93e-8","-","-","-","118.18","1e-8","0","bin488.log"
"Aug 09 2012","2456148.999976852","366206401","6.75","5.91e-8","3.52e-8","-2.28","-","121.10","1e-8","0","bin489.log"
"Aug 12 2012","2456151.999976852","366465601","3.84","< 1.28e-7","-","-","-","124.02","1e-8","0","bin490.log"
"Aug 15 2012","2456154.999976852","366724801","1.31","< 1.30e-7","-","-","-","126.93","1e-8","0","bin491.log"
"Aug 18 2012","2456157.999976852","366984001","0","< 9.08e-8","-","-","-","129.84","1e-8","0","bin492.log"
"Aug 21 2012","2456160.999976852","367243201","12.69","8.38e-8","4.19e-8","-2.28","-","132.74","1e-8","0","bin493.log"
"Aug 24 2012","2456163.999976852","367502401","0.16","< 8.30e-8","-","-","-","135.64","1e-8","0","bin494.log"
"Aug 27 2012","2456166.999976852","367761601","2.06","< 1.21e-7","-","-","-","138.52","1e-8","0","bin495.log"
"Aug 30 2012","2456169.999976852","368020801","0.7","< 6.77e-8","-","-","-","141.39","1e-8","0","bin496.log"
"Sep 02 2012","2456172.999976852","368280001","9.3","6.52e-8","3.89e-8","-2.28","-","144.25","1e-8","0","bin497.log"
"Sep 05 2012","2456175.999976852","368539201","11.18","7.71e-8","3.43e-8","-2.28","-","147.10","1e-8","0","bin498.log"
"Sep 08 2012","2456178.999976852","368798401","9.55","5.83e-8","3.25e-8","-2.28","-","149.92","1e-8","0","bin499.log"
"Sep 11 2012","2456181.999976852","369057601","8.89","5.38e-8","3.05e-8","-2.28","-","152.73","1e-8","0","bin500.log"
"Sep 14 2012","2456184.999976852","369316801","4.06","4.77e-8","3.37e-8","-2.28","-","155.50","1e-8","0","bin501.log"
"Sep 17 2012","2456187.999976852","369576001","0","< 6.63e-8","-","-","-","158.24","1e-8","0","bin502.log"
"Sep 20 2012","2456190.999976852","369835201","3.22","< 1.30e-7","-","-","-","160.92","1e-8","0","bin503.log"
"Sep 23 2012","2456193.999976852","370094401","11.83","8.49e-8","3.81e-8","-2.28","-","163.51","1e-8","0","bin504.log"
"Sep 26 2012","2456196.999976852","370353601","16.2","8.68e-8","3.14e-8","-2.28","-","165.99","1e-8","0","bin505.log"
"Sep 29 2012","2456199.999976852","370612801","7","6.40e-8","3.31e-8","-2.28","-","168.26","1e-8","0","bin506.log"
"Oct 02 2012","2456202.999976852","370872001","4.14","4.11e-8","3.35e-8","-2.28","-","170.20","1e-8","0","bin507.log"
"Oct 05 2012","2456205.999976852","371131201","0.04","< 9.66e-8","-","-","-","171.56","1e-8","0","bin508.log"
"Oct 08 2012","2456208.999976852","371390401","0","< 8.92e-8","-","-","-","172.06","1e-8","0","bin509.log"
"Oct 11 2012","2456211.999976852","371649601","0.47","< 1.22e-7","-","-","-","171.53","1e-8","0","bin510.log"
"Oct 14 2012","2456214.999976852","371908801","0","< 9.04e-8","-","-","-","170.15","1e-8","0","bin511.log"
"Oct 17 2012","2456217.999976852","372168001","0","< 8.49e-8","-","-","-","168.20","1e-8","0","bin512.log"
"Oct 20 2012","2456220.999976852","372427201","0.89","< 1.29e-7","-","-","-","165.93","1e-8","0","bin513.log"
"Oct 23 2012","2456223.999976852","372686401","0","< 6.30e-8","-","-","-","163.46","1e-8","0","bin514.log"
"Oct 26 2012","2456226.999976852","372945601","7.13","7.09e-8","4.02e-8","-2.28","-","160.88","1e-8","0","bin515.log"
"Oct 29 2012","2456229.999976852","373204801","1.88","< 8.25e-8","-","-","-","158.21","1e-8","0","bin516.log"
"Nov 01 2012","2456232.999976852","373464001","8.29","7.42e-8","3.63e-8","-2.28","-","155.49","1e-8","0","bin517.log"
"Nov 04 2012","2456235.999976852","373723201","5.11","5.01e-8","3.13e-8","-2.28","-","152.73","1e-8","0","bin518.log"
"Nov 07 2012","2456238.999976852","373982401","0","< 7.07e-8","-","-","-","149.94","1e-8","0","bin519.log"
"Nov 10 2012","2456241.999976852","374241601","0.34","< 6.12e-8","-","-","-","147.13","1e-8","0","bin520.log"
"Nov 13 2012","2456244.999976852","374500801","0","< 8.27e-8","-","-","-","144.30","1e-8","0","bin521.log"
"Nov 16 2012","2456247.999976852","374760001","5.45","5.22e-8","3.82e-8","-2.28","-","141.45","1e-8","0","bin522.log"
"Nov 19 2012","2456250.999976852","375019201","3.94","< 1.02e-7","-","-","-","138.58","1e-8","0","bin523.log"
"Nov 22 2012","2456253.999976852","375278401","0.03","< 9.77e-8","-","-","-","135.70","1e-8","0","bin524.log"
"Nov 25 2012","2456256.999976852","375537601","8.13","8.35e-8","4.19e-8","-2.28","-","132.80","1e-8","0","bin525.log"
"Nov 28 2012","2456259.999976852","375796801","8.85","9.42e-8","4.74e-8","-2.28","-","129.89","1e-8","0","bin526.log"
"Dec 01 2012","2456262.999976852","376056001","0.87","< 1.09e-7","-","-","-","126.97","1e-8","0","bin527.log"
"Dec 04 2012","2456265.999976852","376315201","1.46","< 1.68e-7","-","-","-","124.03","1e-8","0","bin528.log"
"Dec 07 2012","2456268.999976852","376574401","15.59","1.40e-7","5.77e-8","-2.28","-","121.08","1e-8","0","bin529.log"
"Dec 10 2012","2456271.999976852","376833601","11.38","1.09e-7","5.23e-8","-2.28","-","118.12","1e-8","0","bin530.log"
"Dec 13 2012","2456274.999976852","377092801","0.58","< 1.35e-7","-","-","-","115.14","1e-8","0","bin531.log"
"Dec 16 2012","2456277.999976852","377352001","0","< 8.69e-8","-","-","-","112.15","1e-8","0","bin532.log"
"Dec 19 2012","2456280.999976852","377611201","22.98","1.56e-7","5.60e-8","-2.28","-","109.15","1e-8","0","bin533.log"
"Dec 22 2012","2456283.999976852","377870401","4.77","6.52e-8","3.82e-8","-2.28","-","106.13","1e-8","0","bin534.log"
"Dec 25 2012","2456286.999976852","378129601","6.82","3.22e-8","2.29e-8","-2.28","-","103.10","1e-8","0","bin535.log"
"Dec 28 2012","2456289.999976852","378388801","16.91","9.55e-8","3.82e-8","-2.28","-","100.07","1e-8","0","bin536.log"
"Dec 31 2012","2456292.999976852","378648001","24.96","7.68e-8","3.30e-8","-2.28","-","97.02","1e-8","0","bin537.log"
"Jan 03 2013","2456295.999976852","378907201","7.49","6.54e-8","3.78e-8","-2.28","-","93.96","1e-8","0","bin538.log"
"Jan 06 2013","2456298.999976852","379166401","3.37","< 1.47e-7","-","-","-","90.90","1e-8","0","bin539.log"
"Jan 09 2013","2456301.999976852","379425601","0.24","< 1.35e-7","-","-","-","87.82","1e-8","0","bin540.log"
"Jan 12 2013","2456304.999976852","379684801","6.44","8.75e-8","4.95e-8","-2.28","-","84.75","1e-8","0","bin541.log"
"Jan 15 2013","2456307.999976852","379944001","13.23","1.12e-7","5.19e-8","-2.28","-","81.66","1e-8","0","bin542.log"
"Jan 18 2013","2456310.999976852","380203201","31.13","1.66e-7","5.70e-8","-2.28","-","78.58","1e-8","0","bin543.log"
"Jan 21 2013","2456313.999976852","380462401","13.35","1.63e-7","6.00e-8","-2.28","-","75.49","1e-8","0","bin544.log"
"Jan 24 2013","2456316.999976852","380721601","26.06","1.82e-7","6.30e-8","-2.28","-","72.40","1e-8","0","bin545.log"
"Jan 27 2013","2456319.999976852","380980801","11.52","1.36e-7","5.52e-8","-2.28","-","69.32","1e-8","0","bin546.log"
"Jan 30 2013","2456322.999976852","381240001","65.09","3.17e-7","7.40e-8","-2.28","-","66.23","1e-8","0","bin547.log"
"Feb 02 2013","2456325.999976852","381499201","20.99","1.43e-7","5.18e-8","-2.28","-","63.15","1e-8","0","bin548.log"
"Feb 05 2013","2456328.999976852","381758401","4.46","8.69e-8","6.06e-8","-2.28","-","60.07","1e-8","0","bin549.log"
"Feb 08 2013","2456331.999976852","382017601","9.84","7.88e-8","4.10e-8","-2.28","-","57.00","1e-8","0","bin550.log"
"Feb 11 2013","2456334.999976852","382276801","8.29","1.13e-7","5.40e-8","-2.28","-","53.94","1e-8","0","bin551.log"
"Feb 14 2013","2456337.999976852","382536001","15.23","6.61e-8","3.10e-8","-2.28","-","50.88","1e-8","0","bin552.log"
"Feb 17 2013","2456340.999976852","382795201","53.58","2.35e-7","5.30e-8","-2.28","-","47.83","1e-8","0","bin553.log"
"Feb 20 2013","2456343.999976852","383054401","54.56","2.25e-7","5.70e-8","-2.28","-","44.80","1e-8","0","bin554.log"
"Feb 23 2013","2456346.999976852","383313601","9.25","8.50e-8","4.12e-8","-2.28","-","41.77","1e-8","0","bin555.log"
"Feb 26 2013","2456349.999976852","383572801","5.84","6.66e-8","3.76e-8","-2.28","-","38.76","1e-8","0","bin556.log"
"Mar 01 2013","2456352.999976852","383832001","10.11","1.31e-7","5.84e-8","-2.28","-","35.75","1e-8","0","bin557.log"
"Mar 04 2013","2456355.999976852","384091201","0","< 7.89e-8","-","-","-","32.77","1e-8","0","bin558.log"
"Mar 07 2013","2456358.999976852","384350401","27.95","2.33e-7","6.90e-8","-2.28","-","29.80","1e-8","0","bin559.log"
"Mar 10 2013","2456361.999976852","384609601","30.82","1.85e-7","5.70e-8","-2.28","-","26.84","1e-8","0","bin560.log"
"Mar 13 2013","2456364.999976852","384868801","7.65","8.55e-8","4.66e-8","-2.28","-","23.92","1e-8","0","bin561.log"
"Mar 16 2013","2456367.999976852","385128001","7.46","7.98e-8","4.81e-8","-2.28","-","21.01","1e-8","0","bin562.log"
"Mar 19 2013","2456370.999976852","385387201","4.78","4.70e-8","3.57e-8","-2.28","-","18.15","1e-8","0","bin563.log"
"Mar 22 2013","2456373.999976852","385646401","32.66","1.93e-7","5.70e-8","-2.28","-","15.33","1e-8","0","bin564.log"
"Mar 25 2013","2456376.999976852","385905601","16.81","1.91e-7","6.60e-8","-2.28","-","12.58","1e-8","0","bin565.log"
"Mar 28 2013","2456379.999976852","386164801","9.58","1.03e-7","5.04e-8","-2.28","-","9.97","1e-8","0","bin566.log"
"Mar 31 2013","2456382.999976852","386424001","7.79","1.21e-7","5.71e-8","-2.28","-","7.60","1e-8","0","bin567.log"
"Apr 03 2013","2456385.999976852","386683201","46.57","2.54e-7","6.20e-8","-2.28","-","5.78","1e-8","0","bin568.log"
"Apr 06 2013","2456388.999976852","386942401","54.99","3.56e-7","8.10e-8","-2.28","-","5.10","1e-8","0","bin569.log"
"Apr 09 2013","2456391.999976852","387201601","34.04","1.83e-7","5.50e-8","-2.28","-","5.97","1e-8","0","bin570.log"
"Apr 12 2013","2456394.999976852","387460801","19.18","1.29e-7","4.53e-8","-2.28","-","7.88","1e-8","0","bin571.log"
"Apr 15 2013","2456397.999976852","387720001","32.88","2.21e-7","6.60e-8","-2.28","-","10.25","1e-8","0","bin572.log"
"Apr 18 2013","2456400.999976852","387979201","23.09","1.92e-7","6.20e-8","-2.28","-","12.83","1e-8","0","bin573.log"
"Apr 21 2013","2456403.999976852","388238401","16.77","1.42e-7","5.47e-8","-2.28","-","15.51","1e-8","0","bin574.log"
"Apr 24 2013","2456406.999976852","388497601","36.43","2.04e-7","5.70e-8","-2.28","-","18.25","1e-8","0","bin575.log"
"Apr 27 2013","2456409.999976852","388756801","20.01","1.47e-7","5.39e-8","-2.28","-","21.01","1e-8","0","bin576.log"
"Apr 30 2013","2456412.999976852","389016001","27.89","1.57e-7","5.10e-8","-2.28","-","23.80","1e-8","0","bin577.log"
"May 03 2013","2456415.999976852","389275201","44.56","2.55e-7","6.40e-8","-2.28","-","26.59","1e-8","0","bin578.log"
"May 06 2013","2456418.999976852","389534401","36.08","2.01e-7","6.00e-8","-2.28","-","29.40","1e-8","0","bin579.log"
"May 09 2013","2456421.999976852","389793601","34.62","2.31e-7","6.70e-8","-2.28","-","32.21","1e-8","0","bin580.log"
"May 12 2013","2456424.999976852","390052801","31.66","1.82e-7","5.80e-8","-2.28","-","35.03","1e-8","0","bin581.log"
"May 15 2013","2456427.999976852","390312001","38.06","1.67e-7","4.60e-8","-2.28","-","37.86","1e-8","0","bin582.log"
"May 18 2013","2456430.999976852","390571201","32.17","1.66e-7","4.60e-8","-2.28","-","40.68","1e-8","0","bin583.log"
"May 21 2013","2456433.999976852","390830401","110.86","4.51e-7","7.90e-8","-2.28","-","43.52","1e-8","0","bin584.log"
"May 24 2013","2456436.999976852","391089601","31.44","1.71e-7","5.30e-8","-2.28","-","46.35","1e-8","0","bin585.log"
"May 27 2013","2456439.999976852","391348801","35.31","1.70e-7","5.20e-8","-2.28","-","49.20","1e-8","0","bin586.log"
"May 30 2013","2456442.999976852","391608001","76.78","2.64e-7","5.60e-8","-2.28","-","52.04","1e-8","0","bin587.log"
"Jun 02 2013","2456445.999976852","391867201","28.15","1.28e-7","4.28e-8","-2.28","-","54.90","1e-8","0","bin588.log"
"Jun 05 2013","2456448.999976852","392126401","23.21","1.73e-7","5.50e-8","-2.28","-","57.76","1e-8","0","bin589.log"
"Jun 08 2013","2456451.999976852","392385601","37.36","1.96e-7","5.10e-8","-2.28","-","60.62","1e-8","0","bin590.log"
"Jun 11 2013","2456454.999976852","392644801","22.34","1.78e-7","5.70e-8","-2.28","-","63.49","1e-8","0","bin591.log"
"Jun 14 2013","2456457.999976852","392904001","38.24","2.45e-7","6.30e-8","-2.28","-","66.37","1e-8","0","bin592.log"
"Jun 17 2013","2456460.999976852","393163201","31.82","1.83e-7","5.90e-8","-2.28","-","69.26","1e-8","0","bin593.log"
"Jun 20 2013","2456463.999976852","393422401","14.95","1.39e-7","5.93e-8","-2.28","-","72.15","1e-8","0","bin594.log"
"Jun 23 2013","2456466.999976852","393681601","36.69","2.11e-7","6.00e-8","-2.28","-","75.05","1e-8","0","bin595.log"
"Jun 26 2013","2456469.999976852","393940801","10.34","1.06e-7","5.03e-8","-2.28","-","77.95","1e-8","0","bin596.log"
"Jun 29 2013","2456472.999976852","394200001","8.94","8.70e-8","5.08e-8","-2.28","-","80.86","1e-8","0","bin597.log"
"Jul 02 2013","2456475.999976852","394459201","51.77","2.19e-7","6.00e-8","-2.28","-","83.77","1e-8","0","bin598.log"
"Jul 05 2013","2456478.999976852","394718401","45.78","2.59e-7","6.50e-8","-2.28","-","86.69","1e-8","0","bin599.log"
"Jul 08 2013","2456481.999976852","394977601","118.82","4.16e-7","7.40e-8","-2.28","-","89.62","1e-8","0","bin600.log"
"Jul 11 2013","2456484.999976852","395236801","22.14","2.04e-7","7.10e-8","-2.28","-","92.54","1e-8","0","bin601.log"
"Jul 14 2013","2456487.999976852","395496001","135.99","4.74e-7","7.70e-8","-2.28","-","95.47","1e-8","0","bin602.log"
"Jul 17 2013","2456490.999976852","395755201","48.11","2.62e-7","6.00e-8","-2.28","-","98.40","1e-8","0","bin603.log"
"Jul 20 2013","2456493.999976852","396014401","76.2","2.32e-7","5.30e-8","-2.28","-","101.33","1e-8","0","bin604.log"
"Jul 23 2013","2456496.999976852","396273601","112.38","3.67e-7","6.10e-8","-2.28","-","104.27","1e-8","0","bin605.log"
"Jul 26 2013","2456499.999976852","396532801","85.49","2.93e-7","5.70e-8","-2.28","-","107.20","1e-8","0","bin606.log"
"Jul 29 2013","2456502.999976852","396792001","79.84","2.73e-7","5.40e-8","-2.28","-","110.13","1e-8","0","bin607.log"
"Aug 01 2013","2456505.999976852","397051201","137.64","3.53e-7","5.70e-8","-2.28","-","113.06","1e-8","0","bin608.log"
"Aug 04 2013","2456508.999976852","397310401","151.51","4.46e-7","6.90e-8","-2.28","-","115.99","1e-8","0","bin609.log"
"Aug 07 2013","2456511.999976852","397569601","29.56","1.97e-7","5.50e-8","-2.28","-","118.92","1e-8","0","bin610.log"
"Aug 10 2013","2456514.999976852","397828801","76.38","3.58e-7","7.60e-8","-2.28","-","121.84","1e-8","0","bin611.log"
"Aug 13 2013","2456517.999976852","398088001","37.68","2.33e-7","6.10e-8","-2.28","-","124.76","1e-8","0","bin612.log"
"Aug 16 2013","2456520.999976852","398347201","83.38","4.36e-7","9.00e-8","-2.28","-","127.67","1e-8","0","bin613.log"
"Aug 19 2013","2456523.999976852","398606401","13.61","1.92e-7","9.26e-8","-2.28","-","130.57","1e-8","0","bin614.log"
"Aug 22 2013","2456526.999976852","398865601","8.67","1.59e-7","8.95e-8","-2.28","-","133.47","1e-8","0","bin615.log"
"Aug 25 2013","2456529.999976852","399124801","8","1.39e-7","7.25e-8","-2.28","-","136.36","1e-8","0","bin616.log"
"Aug 28 2013","2456532.999976852","399384001","17.63","2.08e-7","8.00e-8","-2.28","-","139.24","1e-8","0","bin617.log"
"Aug 31 2013","2456535.999976852","399643201","4.93","1.47e-7","1.03e-7","-2.28","-","142.11","1e-8","0","bin618.log"
"Sep 03 2013","2456538.999976852","399902401","25.53","2.96e-7","1.05e-7","-2.28","-","144.97","1e-8","0","bin619.log"
"Sep 06 2013","2456541.999976852","400161601","20.42","1.98e-7","6.70e-8","-2.28","-","147.81","1e-8","0","bin620.log"
"Sep 09 2013","2456544.999976852","400420801","144.67","4.71e-7","7.50e-8","-2.28","-","150.63","1e-8","0","bin621.log"
"Sep 12 2013","2456547.999976852","400680001","109.98","3.87e-7","6.80e-8","-2.28","-","153.43","1e-8","0","bin622.log"
"Sep 15 2013","2456550.999976852","400939201","296.48","7.51e-7","8.30e-8","-2.28","-","156.20","1e-8","0","bin623.log"
"Sep 18 2013","2456553.999976852","401198401","106.07","3.57e-7","6.40e-8","-2.28","-","158.92","1e-8","0","bin624.log"
"Sep 21 2013","2456556.999976852","401457601","75.57","3.39e-7","6.30e-8","-2.28","-","161.58","1e-8","0","bin625.log"
"Sep 24 2013","2456559.999976852","401716801","115.33","4.46e-7","7.40e-8","-2.28","-","164.15","1e-8","0","bin626.log"
"Sep 27 2013","2456562.999976852","401976001","93","3.64e-7","6.80e-8","-2.28","-","166.58","1e-8","0","bin627.log"
"Sep 30 2013","2456565.999976852","402235201","172.09","5.77e-7","8.70e-8","-2.28","-","168.79","1e-8","0","bin628.log"
"Oct 03 2013","2456568.999976852","402494401","45.58","2.47e-7","6.60e-8","-2.28","-","170.61","1e-8","0","bin629.log"
"Oct 06 2013","2456571.999976852","402753601","99.15","5.46e-7","9.10e-8","-2.28","-","171.78","1e-8","0","bin630.log"
"Oct 09 2013","2456574.999976852","403012801","128.45","5.85e-7","9.50e-8","-2.28","-","172.02","1e-8","0","bin631.log"
"Oct 12 2013","2456577.999976852","403272001","141.3","5.57e-7","9.40e-8","-2.28","-","171.25","1e-8","0","bin632.log"
"Oct 15 2013","2456580.999976852","403531201","116.99","4.65e-7","8.30e-8","-2.28","-","169.70","1e-8","0","bin633.log"
"Oct 18 2013","2456583.999976852","403790401","133.75","5.06e-7","8.60e-8","-2.28","-","167.66","1e-8","0","bin634.log"
"Oct 21 2013","2456586.999976852","404049601","42.95","3.66e-7","8.90e-8","-2.28","-","165.32","1e-8","0","bin635.log"
"Oct 24 2013","2456589.999976852","404308801","46.64","2.52e-7","6.80e-8","-2.28","-","162.82","1e-8","0","bin636.log"
"Oct 27 2013","2456592.999976852","404568001","0","< 4.65e-7","-","-","-","160.21","1e-8","0","bin637.log"
"Oct 30 2013","2456595.999976852","404827201","46.24","3.44e-7","9.20e-8","-2.28","-","157.53","1e-8","0","bin638.log"
"Nov 02 2013","2456598.999976852","405086401","54.64","2.55e-7","6.50e-8","-2.28","-","154.80","1e-8","0","bin639.log"
"Nov 05 2013","2456601.999976852","405345601","100.34","3.73e-7","6.50e-8","-2.28","-","152.03","1e-8","0","bin640.log"
"Nov 08 2013","2456604.999976852","405604801","113.97","4.84e-7","9.00e-8","-2.28","-","149.23","1e-8","0","bin641.log"
"Nov 11 2013","2456607.999976852","405864001","127.78","3.78e-7","6.30e-8","-2.28","-","146.42","1e-8","0","bin642.log"
"Nov 14 2013","2456610.999976852","406123201","52.06","2.91e-7","6.20e-8","-2.28","-","143.58","1e-8","0","bin643.log"
"Nov 17 2013","2456613.999976852","406382401","105.81","3.61e-7","6.30e-8","-2.28","-","140.72","1e-8","0","bin644.log"
"Nov 20 2013","2456616.999976852","406641601","12.19","1.04e-7","4.44e-8","-2.28","-","137.85","1e-8","0","bin645.log"
"Nov 23 2013","2456619.999976852","406900801","83.45","3.24e-7","7.10e-8","-2.28","-","134.97","1e-8","0","bin646.log"
"Nov 26 2013","2456622.999976852","407160001","106.38","4.83e-7","8.80e-8","-2.28","-","132.07","1e-8","0","bin647.log"
"Nov 29 2013","2456625.999976852","407419201","87.96","4.34e-7","8.00e-8","-2.28","-","129.16","1e-8","0","bin648.log"
"Dec 02 2013","2456628.999976852","407678401","28.21","1.86e-7","6.00e-8","-2.28","-","126.23","1e-8","0","bin649.log"
"Dec 05 2013","2456631.999976852","407937601","7.59","1.27e-7","7.46e-8","-2.28","-","123.29","1e-8","0","bin650.log"
"Dec 11 2013","2456637.999976852","408456001","5.28","1.25e-7","8.65e-8","-2.28","-","117.37","1e-8","0","bin652.log"
"Dec 14 2013","2456640.999976852","408715201","0","< 1.37e-7","-","-","-","114.39","1e-8","0","bin653.log"
"Dec 17 2013","2456643.999976852","408974401","0.83","< 2.35e-7","-","-","-","111.39","1e-8","0","bin654.log"
"Dec 20 2013","2456646.999976852","409233601","14.29","2.16e-7","8.40e-8","-2.28","-","108.39","1e-8","0","bin655.log"
"Dec 23 2013","2456649.999976852","409492801","74.56","4.15e-7","9.40e-8","-2.28","-","105.37","1e-8","0","bin656.log"
"Dec 26 2013","2456652.999976852","409752001","42.16","3.31e-7","9.00e-8","-2.28","-","102.34","1e-8","0","bin657.log"
"Dec 29 2013","2456655.999976852","410011201","59.25","4.17e-7","9.30e-8","-2.28","-","99.30","1e-8","0","bin658.log"
"Jan 01 2014","2456658.999976852","410270401","13.39","8.92e-8","4.85e-8","-2.28","-","96.25","1e-8","0","bin659.log"
"Jan 04 2014","2456661.999976852","410529601","23.65","1.71e-7","5.80e-8","-2.28","-","93.19","1e-8","0","bin660.log"
"Jan 07 2014","2456664.999976852","410788801","35.11","2.27e-7","6.90e-8","-2.28","-","90.12","1e-8","0","bin661.log"
"Jan 10 2014","2456667.999976852","411048001","38.2","2.27e-7","7.00e-8","-2.28","-","87.05","1e-8","0","bin662.log"
"Jan 13 2014","2456670.999976852","411307201","38.51","2.80e-7","7.60e-8","-2.28","-","83.97","1e-8","0","bin663.log"
"Jan 16 2014","2456673.999976852","411566401","32.42","3.23e-7","8.90e-8","-2.28","-","80.89","1e-8","0","bin664.log"
"Jan 19 2014","2456676.999976852","411825601","5.94","1.11e-7","6.62e-8","-2.28","-","77.80","1e-8","0","bin665.log"
